ID_ESTADO,NOMBRE ESTADO,DISTRITO LOCAL,CLAVE MUNICIPIO,MUNICIPIO,SECCION,PAN,PRI,PRD,PT,PVEM,MC,MORENA,VOTOS VALIDOS,VOTOS NULOS,TOTAL VOTOS,LISTA NOMINAL
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,28,7,135,47,2,2,12,284,513,17,530,1270
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,29,8,170,23,5,3,19,512,769,17,786,1646
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,30,1,159,26,6,3,25,508,758,18,777,1711
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,31,15,440,45,12,15,45,954,1612,43,1655,3798
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,32,2,155,29,2,1,14,310,543,14,557,1017
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,33,9,187,60,7,5,27,595,921,15,936,1723
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,34,0,112,42,6,4,12,284,482,20,502,1032
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,35,1,109,36,16,6,18,227,427,13,440,801
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,36,6,154,16,2,5,24,540,764,20,784,1545
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,37,8,119,14,1,7,22,377,561,15,576,1280
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,38,3,242,27,4,4,18,611,937,15,952,1752
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,39,15,350,34,3,3,41,512,992,26,1019,1865
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,41,6,176,22,1,3,25,481,737,17,754,1465
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,42,11,190,19,3,7,35,432,751,21,773,1450
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,43,5,119,15,2,3,30,342,538,7,545,1039
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,44,2,124,16,2,3,16,378,552,12,566,1018
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,45,5,117,17,3,4,17,293,474,11,485,962
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,46,2,116,17,3,1,8,290,455,11,467,800
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,47,3,157,16,5,2,11,289,502,9,511,1013
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,48,10,273,27,1,6,39,503,908,9,918,1604
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,49,7,200,36,3,4,22,364,668,15,684,1232
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,50,3,233,51,3,6,24,396,746,21,769,1497
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,51,3,219,29,4,5,30,379,699,11,713,1165
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,52,3,167,11,1,2,26,270,506,11,517,879
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,53,7,182,35,4,3,26,403,679,17,696,1246
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,54,5,145,28,3,3,28,428,665,13,678,1221
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,55,8,244,28,6,0,27,594,958,10,968,847
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,64,1,117,16,0,3,4,216,382,6,388,694
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,65,2,70,4,0,3,8,132,234,10,244,527
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,66,3,102,14,1,3,11,219,366,8,374,835
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,67,0,45,15,0,1,7,145,231,4,235,521
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,68,4,116,18,1,6,9,291,463,12,475,916
