ID ESTADO,NOMBRE_ESTADO,DISTRITO LOCAL,CLAVE MUNICIPIO,MUNICIPIO,SECCION,PAN,PRI,PRD,PT,PVEM,MC,MORENA,VOTOS VALIDOS,VOTOS NULOS,TOTAL VOTOS,LISTA NOMINAL
12,GUERRERO,8,1,ACAPULCO DE JUAREZ,1,5,126,31,10,15,22,397,679,9,688,1246
12,GUERRERO,8,1,ACAPULCO DE JUAREZ,2,21,113,24,6,6,5,264,474,11,485,976
12,GUERRERO,8,1,ACAPULCO DE JUAREZ,3,5,274,55,10,8,28,523,960,31,991,2232
12,GUERRERO,8,1,ACAPULCO DE JUAREZ,4,4,91,24,0,4,17,242,419,14,433,935
12,GUERRERO,8,1,ACAPULCO DE JUAREZ,5,4,40,53,4,2,5,203,328,10,338,696
12,GUERRERO,8,1,ACAPULCO DE JUAREZ,6,2,71,9,1,1,11,214,349,5,354,735
12,GUERRERO,8,1,ACAPULCO DE JUAREZ,7,7,139,27,4,5,19,277,529,19,548,1212
12,GUERRERO,8,1,ACAPULCO DE JUAREZ,8,1,93,12,3,6,8,237,393,7,400,783
12,GUERRERO,8,1,ACAPULCO DE JUAREZ,9,3,69,15,6,5,13,213,342,8,350,748
12,GUERRERO,8,1,ACAPULCO DE JUAREZ,10,4,72,15,2,1,8,256,385,13,398,870
12,GUERRERO,8,1,ACAPULCO DE JUAREZ,11,1,98,4,4,3,16,210,375,11,386,898
12,GUERRERO,8,1,ACAPULCO DE JUAREZ,12,1,75,17,5,2,13,252,388,4,392,836
12,GUERRERO,8,1,ACAPULCO DE JUAREZ,13,12,142,28,6,10,10,327,584,29,614,1294
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,14,3,85,3,6,6,31,156,303,12,316,672
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,15,2,97,19,8,8,35,248,443,15,458,853
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,16,7,106,3,1,1,12,228,380,12,392,808
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,17,7,88,20,6,6,16,254,420,14,434,957
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,18,3,156,21,11,11,13,390,641,30,671,1447
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,19,11,222,35,10,10,17,647,1000,48,1048,2537
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,20,3,103,13,4,4,23,317,498,29,527,1084
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,21,11,113,22,12,12,41,345,586,23,609,1286
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,22,7,93,20,3,3,50,397,592,16,608,1254
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,23,13,144,18,10,10,33,446,728,19,747,1594
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,24,12,146,24,9,13,39,492,760,17,777,1209
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,25,22,185,28,4,10,46,464,797,24,823,1236
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,26,15,102,28,13,13,33,428,661,16,677,1202
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,27,7,137,15,11,11,48,514,773,24,798,1774
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,28,6,125,43,8,8,6,274,502,19,521,1270
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,29,10,154,23,3,3,26,487,758,18,776,1646
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,30,4,168,25,5,5,34,448,734,33,767,1711
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,31,22,420,41,21,21,48,934,1594,52,1647,3798
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,32,4,121,26,2,2,29,304,531,21,552,1017
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,33,14,166,53,12,12,31,579,915,21,936,1723
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,34,5,98,36,9,9,18,278,478,17,496,1032
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,35,7,91,42,7,7,18,214,411,17,428,801
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,36,8,155,13,6,6,31,506,754,27,782,1545
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,37,6,114,14,9,9,27,363,562,17,579,1280
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,38,14,240,27,10,10,39,563,940,20,961,1752
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,39,55,303,31,16,16,49,472,994,25,1019,1865
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,40,27,104,15,9,9,30,277,516,14,530,984
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,41,29,138,20,9,9,39,453,727,28,755,1465
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,42,20,165,17,13,13,45,419,750,27,777,1450
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,43,12,119,15,7,7,28,310,531,14,545,1039
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,44,12,108,15,12,12,21,370,566,8,574,1018
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,45,5,104,16,5,5,18,296,471,11,482,962
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,46,11,98,11,2,2,15,284,450,17,468,800
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,47,14,125,14,9,9,14,273,495,11,506,1013
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,48,44,221,33,14,14,54,463,910,10,920,1604
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,49,28,163,41,13,13,24,351,669,18,687,1232
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,50,7,189,51,12,12,41,387,749,24,773,1497
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,51,18,182,22,11,11,57,367,697,23,720,1165
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,52,19,147,10,6,6,29,256,513,9,523,879
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,53,20,182,34,6,6,28,353,666,22,688,1246
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,54,10,137,20,10,10,37,401,656,20,677,1221
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,55,11,153,33,8,8,28,330,599,13,612,847
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,56,26,121,15,5,15,24,342,618,21,640,1357
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,57,12,143,16,8,17,35,306,578,21,602,1092
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,58,5,69,8,0,5,15,168,294,10,305,462
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,59,4,100,20,1,8,33,223,419,13,432,747
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,60,9,162,21,4,12,25,298,550,16,566,1000
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,61,13,138,16,5,14,45,290,558,21,579,1079
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,62,5,55,9,5,7,16,145,258,7,265,510
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,63,0,50,6,13,7,15,160,309,4,313,693
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,64,7,104,20,4,4,5,203,381,4,386,694
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,65,5,66,3,4,4,9,119,236,10,246,527
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,66,11,93,13,4,4,23,201,366,9,375,835
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,67,3,38,13,4,4,10,135,230,9,239,521
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,68,12,100,12,9,9,15,291,462,15,477,916
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,69,4,70,44,13,13,15,227,402,16,418,923
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,70,11,85,36,6,6,23,328,526,8,536,1086
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,71,5,111,17,8,8,24,306,503,16,519,1052
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,72,11,126,16,8,8,27,373,595,22,617,1155
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,73,13,108,10,5,5,31,283,484,13,498,863
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,74,9,133,15,11,11,18,231,450,16,466,848
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,75,4,94,8,6,6,16,215,369,9,378,749
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,76,10,67,3,1,8,18,167,302,7,309,659
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,77,3,141,16,7,8,28,238,467,15,483,910
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,78,2,31,2,2,5,4,47,107,6,113,226
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,79,4,66,17,5,3,14,180,315,14,329,634
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,80,21,172,36,5,16,48,331,672,18,691,1275
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,81,15,126,17,11,11,21,192,433,14,448,933
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,82,7,85,9,1,1,11,110,234,6,240,447
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,83,4,102,10,1,1,16,174,323,3,326,629
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,84,14,53,5,5,4,15,132,238,11,249,485
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,85,8,84,11,3,3,9,155,282,15,298,596
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,86,19,101,8,5,5,20,238,420,13,434,946
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,87,5,84,6,3,3,13,208,351,5,356,665
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,88,9,59,9,4,4,10,123,231,6,237,422
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,89,11,126,31,7,7,24,357,603,17,620,1178
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,90,10,101,21,6,6,22,211,403,7,410,822
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,91,7,94,9,4,4,17,237,389,8,397,792
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,92,5,93,11,9,9,12,149,320,15,335,724
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,93,11,106,9,3,3,23,193,402,14,416,772
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,94,12,93,9,4,4,15,188,341,15,356,645
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,95,8,82,6,5,11,15,127,270,13,283,485
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,97,8,110,24,7,12,25,267,503,15,519,980
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,98,17,107,13,5,5,12,273,455,28,484,400
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,99,14,126,15,2,2,15,172,383,8,391,760
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,100,52,164,19,11,11,31,304,636,24,662,1393
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,101,28,113,30,8,8,19,332,589,12,603,961
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,102,72,134,21,10,10,17,269,575,18,594,1217
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,103,93,108,12,8,8,27,172,445,12,457,818
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,104,105,218,24,13,13,35,304,754,27,783,1459
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,105,117,189,39,4,4,24,369,783,15,800,1532
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,106,153,254,42,6,6,37,525,1068,25,1094,1643
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,107,102,160,24,9,9,27,336,704,34,740,1422
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,108,113,167,13,10,10,32,281,656,28,684,1269
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,109,92,147,32,10,10,24,239,581,17,598,1186
12,GUERRERO,8,1,ACAPULCO DE JUAREZ,110,10,498,64,13,13,49,753,1553,61,1615,3908
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,111,16,303,79,15,13,116,577,1220,56,1276,2918
12,GUERRERO,9,1,ACAPULCO DE JUAREZ,112,17,246,74,10,16,14,542,975,51,1028,2929
12,GUERRERO,9,1,ACAPULCO DE JUAREZ,113,14,238,15,13,9,14,255,591,31,622,1637
12,GUERRERO,9,1,ACAPULCO DE JUAREZ,114,24,601,83,40,65,105,1253,2309,98,2410,5813
12,GUERRERO,9,1,ACAPULCO DE JUAREZ,115,7,273,14,11,8,16,356,711,20,731,1623
12,GUERRERO,9,1,ACAPULCO DE JUAREZ,116,10,347,32,8,12,13,458,913,37,950,1952
12,GUERRERO,9,1,ACAPULCO DE JUAREZ,117,10,465,39,25,47,40,711,1407,67,1474,3603
12,GUERRERO,9,1,ACAPULCO DE JUAREZ,118,7,256,41,10,28,22,462,874,46,920,2205
12,GUERRERO,9,1,ACAPULCO DE JUAREZ,119,11,237,61,48,20,25,495,968,48,1017,2550
12,GUERRERO,9,1,ACAPULCO DE JUAREZ,120,6,148,24,10,21,16,310,572,24,596,1533
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,121,9,176,25,4,8,62,468,798,31,831,2021
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,122,48,338,46,28,12,111,683,1355,70,1425,3694
12,GUERRERO,8,1,ACAPULCO DE JUAREZ,123,11,297,49,2,13,15,566,1035,39,1075,2408
12,GUERRERO,8,1,ACAPULCO DE JUAREZ,124,11,208,63,7,9,14,356,755,20,775,1826
12,GUERRERO,8,1,ACAPULCO DE JUAREZ,125,7,218,49,8,16,16,433,856,41,897,1953
12,GUERRERO,8,1,ACAPULCO DE JUAREZ,126,12,263,18,5,10,19,351,736,23,759,1697
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,127,4,123,31,7,5,108,424,737,31,768,1709
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,128,16,142,39,6,7,104,450,800,39,839,1966
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,129,5,87,21,10,9,55,431,653,24,677,1551
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,130,21,146,34,10,13,71,358,707,36,743,1811
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,131,10,89,25,5,11,74,347,596,26,623,1467
12,GUERRERO,9,1,ACAPULCO DE JUAREZ,132,8,213,36,14,10,30,402,763,32,795,1649
12,GUERRERO,9,1,ACAPULCO DE JUAREZ,133,10,164,33,20,27,36,405,731,27,758,1811
12,GUERRERO,9,1,ACAPULCO DE JUAREZ,134,24,576,43,22,26,52,849,1667,64,1732,4291
12,GUERRERO,9,1,ACAPULCO DE JUAREZ,135,9,352,68,14,37,28,518,1096,52,1150,2756
12,GUERRERO,9,1,ACAPULCO DE JUAREZ,136,23,312,30,19,40,68,848,1416,35,1452,3218
12,GUERRERO,9,1,ACAPULCO DE JUAREZ,137,8,127,10,10,12,22,304,535,14,550,1066
12,GUERRERO,9,1,ACAPULCO DE JUAREZ,138,16,450,57,17,36,84,891,1643,68,1711,3697
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,139,10,139,17,5,5,46,392,647,28,675,1437
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,140,3,87,18,6,7,43,282,465,20,485,1031
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,141,20,126,21,9,8,93,431,728,23,752,1577
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,142,10,106,13,8,9,52,358,588,22,611,1306
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,143,13,243,86,9,13,90,575,1091,44,1151,3067
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,144,5,158,22,5,8,42,339,615,32,647,1406
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,145,9,82,20,2,3,37,269,437,23,460,1162
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,146,3,144,25,9,8,38,449,740,32,772,1797
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,147,14,137,29,5,6,79,508,810,25,835,1543
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,148,13,167,12,9,8,49,452,740,25,766,1581
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,149,12,253,29,6,13,32,558,947,36,983,1980
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,150,13,201,26,8,15,37,473,804,36,840,1630
12,GUERRERO,9,1,ACAPULCO DE JUAREZ,151,8,103,20,12,19,30,406,653,29,682,1225
12,GUERRERO,9,1,ACAPULCO DE JUAREZ,152,4,111,17,12,14,11,319,521,16,537,1060
12,GUERRERO,9,1,ACAPULCO DE JUAREZ,153,6,169,21,11,28,23,330,626,35,661,1409
12,GUERRERO,9,1,ACAPULCO DE JUAREZ,154,3,107,24,12,27,25,398,629,25,654,1228
12,GUERRERO,9,1,ACAPULCO DE JUAREZ,155,3,170,34,8,14,24,320,599,22,621,1337
12,GUERRERO,9,1,ACAPULCO DE JUAREZ,156,14,119,34,13,12,18,359,614,27,641,1310
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,157,6,156,22,9,8,14,433,681,34,715,1439
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,158,7,110,7,16,15,27,426,651,16,668,1365
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,159,11,121,14,6,22,11,367,576,14,590,1234
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,160,10,245,67,6,19,28,768,1205,34,1240,2464
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,161,9,188,30,9,22,20,463,778,19,797,1804
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,162,6,168,15,11,8,66,527,837,36,873,1903
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,163,0,7,3,2,1,9,107,137,5,142,281
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,164,8,242,56,20,32,145,831,1420,70,1490,4171
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,165,14,180,78,9,17,188,475,1010,48,1059,2242
12,GUERRERO,8,1,ACAPULCO DE JUAREZ,166,13,404,26,8,9,18,358,893,43,937,2067
12,GUERRERO,8,1,ACAPULCO DE JUAREZ,167,2,182,17,10,5,13,341,670,21,691,1343
12,GUERRERO,8,1,ACAPULCO DE JUAREZ,168,15,157,17,7,24,10,271,554,16,570,1120
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,169,0,140,9,15,6,76,302,570,31,601,1195
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,170,3,82,32,4,4,75,234,481,17,498,1279
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,171,1,149,22,8,10,92,346,731,41,772,1641
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,172,2,113,22,10,9,15,346,559,19,578,1263
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,173,12,191,31,8,8,22,482,798,27,826,1529
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,174,9,119,33,5,8,22,425,645,23,668,1349
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,175,9,106,59,5,18,25,346,604,26,630,1305
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,176,16,107,30,2,48,25,382,637,24,661,1403
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,177,24,128,36,1,27,16,387,659,25,685,1384
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,178,11,170,31,7,11,21,380,669,346,1030,1351
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,179,5,242,27,5,22,29,525,895,41,936,1947
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,180,11,365,113,14,69,36,807,1487,70,1557,3609
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,181,6,96,24,3,10,16,285,463,15,479,1019
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,182,5,111,17,5,11,20,339,526,22,548,1333
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,183,7,116,21,2,25,24,311,542,17,559,1180
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,184,5,127,16,9,16,19,349,573,18,591,1306
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,185,24,156,53,20,18,19,610,961,30,991,1717
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,186,7,138,18,14,5,23,352,601,17,618,1327
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,187,3,63,10,4,15,22,187,320,15,335,820
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,188,9,85,36,9,20,6,233,422,21,443,1371
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,189,1,69,29,3,4,12,168,306,22,328,753
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,190,2,63,19,3,14,8,202,333,20,353,882
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,191,8,97,21,5,3,52,286,502,16,518,1109
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,192,8,255,35,13,13,88,614,1088,41,1129,2296
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,193,7,245,48,10,10,63,519,972,38,1012,2163
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,194,9,187,17,12,12,26,391,692,24,716,1317
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,195,2,56,7,1,8,63,196,362,13,377,849
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,196,11,65,6,7,56,38,224,432,10,442,949
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,197,6,90,10,6,3,87,285,519,28,547,1168
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,198,7,178,15,14,35,39,533,878,33,911,2214
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,199,3,72,9,3,6,17,293,435,14,449,1140
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,200,18,196,53,5,27,30,528,904,39,943,2162
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,201,5,86,12,4,7,11,255,399,6,405,774
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,202,16,148,28,5,35,34,453,756,18,774,1496
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,203,6,119,19,4,12,22,354,556,28,584,1202
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,204,14,157,62,4,20,46,478,829,32,861,1967
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,205,22,98,14,4,8,12,253,433,16,449,896
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,206,12,179,10,3,11,14,321,574,20,594,1258
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,207,6,229,65,10,31,14,392,782,37,819,1754
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,208,27,305,90,5,14,32,562,1096,33,1129,2472
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,209,23,220,47,5,15,22,382,753,22,775,1501
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,210,6,251,73,10,9,46,478,999,39,1038,2149
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,211,4,72,37,1,12,27,245,424,14,438,966
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,212,9,191,104,8,30,17,458,860,29,889,2023
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,213,12,171,32,7,8,5,253,511,23,534,1155
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,214,5,172,22,5,14,13,380,635,27,662,1251
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,215,11,132,47,10,23,13,439,711,25,739,1569
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,216,6,138,39,17,15,21,506,813,26,839,1703
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,217,12,196,42,17,17,32,517,932,35,968,1948
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,218,10,132,64,6,20,13,260,531,17,548,1029
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,219,3,116,26,3,36,35,475,734,17,751,1513
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,220,5,112,24,8,13,19,364,574,19,593,1125
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,221,9,115,17,7,7,29,297,520,15,535,1070
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,222,0,35,10,2,3,28,197,286,14,302,657
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,223,4,99,20,6,7,63,393,620,24,644,1351
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,224,9,162,18,16,12,47,559,875,29,904,1836
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,225,4,137,22,6,11,33,422,681,36,717,1510
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,226,7,165,14,6,13,68,399,716,34,750,1456
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,227,6,86,34,8,5,39,272,474,17,491,959
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,228,8,148,41,12,14,67,482,821,25,846,1670
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,229,4,79,14,4,8,36,222,389,17,406,781
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,230,5,178,20,15,10,84,501,847,36,884,1691
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,231,6,143,18,6,6,31,413,665,22,691,1437
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,232,13,219,30,7,7,25,491,857,28,886,1564
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,233,9,119,27,8,19,69,468,744,16,760,1310
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,234,2,72,19,2,2,53,188,357,10,367,734
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,235,8,64,10,3,5,21,181,305,18,323,614
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,236,8,89,21,4,6,26,214,392,14,407,739
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,237,6,123,5,9,48,27,219,456,16,473,859
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,238,5,93,11,5,7,25,259,434,20,456,789
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,239,7,125,22,9,16,19,342,567,8,575,1170
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,240,18,128,23,4,15,19,282,521,16,537,1038
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,241,3,89,7,4,12,20,296,466,11,478,1014
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,242,15,93,12,7,12,12,253,445,20,466,832
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,243,22,200,28,14,30,52,793,1201,24,1225,2395
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,244,8,162,49,15,10,33,443,785,17,802,1622
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,245,6,311,50,13,13,40,564,1061,38,1099,2723
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,246,11,172,45,3,13,25,382,702,32,734,1553
12,GUERRERO,6,1,ACAPULCO DE JUAREZ,247,2,323,119,7,13,30,413,965,45,1010,2631
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,248,7,90,56,3,6,12,221,441,13,455,847
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,249,11,75,7,6,12,14,278,450,12,462,832
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,250,3,107,18,8,24,25,236,446,12,458,853
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,251,12,109,20,10,8,55,303,551,12,563,1076
12,GUERRERO,5,1,ACAPULCO DE JUAREZ,252,20,147,18,12,10,44,378,659,17,677,1134
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,253,16,116,18,1,19,31,270,495,18,514,865
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,254,12,216,34,4,14,37,443,807,32,839,1579
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,255,58,302,35,12,15,56,402,943,12,956,1678
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,256,56,442,135,23,66,99,1182,2170,77,2247,4676
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,257,12,133,44,7,49,31,474,805,22,827,1769
12,GUERRERO,3,1,ACAPULCO DE JUAREZ,258,6,95,18,6,12,9,280,449,18,468,848
